SID000000 "Loan Confirmed"
SID000651 "%s is delighted to have won his first ever Grand Prix."
SID000652 "THE WAIT IS OVER"
SID000653 "%s is delighted to have won his first ever Grand Prix."
SID000654 "THE WAIT IS OVER"
SID000655 "Great Win"
SID000656 "Team Manager"
SID000657 "The team can not believe how well the last race went."
SID000658 "%s totally annihilated the competition at the last Grand Prix."
SID000659 "HISTORIC WIN"
SID000660 "%s totally annihilated the competition at the last Grand Prix."
SID000661 "HISTORIC WIN"
SID000662 "Good Win"
SID000663 "Team Manager"
SID000664 "The team is delighted by our great result."
SID000665 "%s dominated the last Grand Prix and took an easy ten points."
SID000666 "EAT MY EXHAUST"
SID000667 "%s dominated the last Grand Prix and took an easy ten points."
SID000668 "EAT MY EXHAUST"
SID000669 "Race Win"
SID000670 "Team Manager"
SID000671 "The race win has delighted everyone on the team."
SID000672 "%s has added another race win to his total."
SID000673 "VICTORY"
SID000674 "%s barely won one of the closest contests ever."
SID000675 "PHOTO FINISH"
SID000676 "Race Win"
SID000677 "Team Manager"
SID000678 "The race win has delighted everyone on the team."
SID000679 "%s has added another race win to his total."
SID000680 "VICTORY"
SID000681 "%s has added another race win to his total."
SID000682 "VICTORY"
SID000683 "Second Place"
SID000684 "Team Manager"
SID000685 "Good result! The team is happy with a podium place."
SID000686 "%s has scored his first ever Championship Points."
SID000687 "JOIN THE CLUB"
SID000688 "%s has scored his first ever Championship Points."
SID000689 "JOIN THE CLUB"
SID000690 "Second Place"
SID000691 "Team Manager"
SID000692 "Good result! The team is happy with a podium place."
SID000693 "%s finished second, but is now looking for a win."
SID000694 "CHAMPAGNE FINISH"
SID000695 "Third Place"
SID000696 "Team Manager"
SID000697 "The team is pleased we got in the top three."
SID000698 "%s has scored his first ever Championship Points."
SID000699 "JOIN THE CLUB"
SID000700 "%s has scored his first ever Championship Points."
SID000701 "JOIN THE CLUB"
SID000702 "Third Place"
SID000703 "Team Manager"
SID000704 "The team is pleased we got in the top three."
SID000705 "%s is happy with third place but wants to do better."
SID000706 "ON THE PODIUM"
SID000707 "Fourth Place"
SID000708 "Team Manager"
SID000709 "It is a pity we just missed the podium."
SID000710 "%s has scored his first ever Championship Points."
SID000711 "JOIN THE CLUB"
SID000712 "%s has scored his first ever Championship Points."
SID000713 "JOIN THE CLUB"
SID000714 "Fourth Place"
SID000715 "Team Manager"
SID000716 "It is a pity we just missed the podium."
SID000717 "%s just missed a podium place at the last Grand Prix."
SID000718 "ALMOST THERE"
SID000719 "Fifth Place"
SID000720 "Team Manager"
SID000721 "We got some points. Now let's get some more."
SID000722 "%s has scored his first ever Championship Points."
SID000723 "JOIN THE CLUB"
SID000724 "%s has scored his first ever Championship Points."
SID000725 "JOIN THE CLUB"
SID000726 "Fifth Place"
SID000727 "Team Manager"
SID000728 "We got some points. Now let's get some more."
SID000729 "%s came fifth at the last race."
SID000730 "ALSO RAN"
SID000731 "Sixth Place"
SID000732 "Team Manager"
SID000733 "We scraped a point. We need to build on this."
SID000734 "%s has scored his first ever Championship Points."
SID000735 "JOIN THE CLUB"
SID000736 "%s has scored his first ever Championship Points."
SID000737 "JOIN THE CLUB"
SID000738 "Sixth Place"
SID000739 "Team Manager"
SID000740 "We scraped a point. We need to build on this."
SID000741 "%s scooped up a point at the last race."
SID000742 "SMALL CHANGE"
SID000743 "Driver Championship"
SID000744 "Team Manager"
SID000745 "Our man has won! Time to break out the champagne!"
SID000746 "%s can not believe that he has won his first ever World Title."
SID000747 "NEW WORLD CHAMPION"
SID000748 "%s looks set to take the World Championship."
SID000749 "NOT FAR NOW"
SID000750 "Is %s going to be the new World Champion?"
SID000751 "IN THE LEAD"
SID000752 "With the season well underway, %s is now leading the Championship."
SID000753 "STRONG START"
SID000754 "Race Finish"
SID000755 "Technical Director"
SID000756 "We may not have scored any points, but our cars are reliable."
SID000757 "The %s drivers are concerned that their cars seem so far off the pace."
SID000758 "TOO SLOW"
SID000759 "Race Finish"
SID000760 "Technical Director"
SID000761 "You should know that our non-scoring car did finish the race."
SID000762 "After a poor finish at the last race, %s is said to be unhappy with his car."
SID000763 "After a poor finish at the last race, %s is said to be unhappy with his car."
SID000764 "FRUSTRATION"
SID000765 "Pole Position"
SID000766 "Technical Director"
SID000767 "If nothing else, our Pole Position proves we have a fast car."
SID000768 "%s took his first ever Pole Position at the last race."
SID000769 "FIRST POLE POSITION"
SID000770 "Pole Position"
SID000771 "Technical Director"
SID000772 "If nothing else, our Pole Position proves we have a fast car."
SID000773 "%s led the grid at the last Grand Prix."
SID000774 "POLE POSITION"
SID000775 "%s says he is not worried by having scored no points so far this year."
SID000776 "SLOW STARTER"
SID000777 "%s has admitted publicly that he is disappointed with his team this year."
SID000778 "GOING NOWHERE"
SID000779 "Rumours suggest that %s is looking to cancel its contract with %s."
SID000780 "POINTLESS DEBATE"
SID000781 "Insiders say that %s and %s are no longer on speaking terms."
SID000782 "ROCK BOTTOM"
SID000783 "%s says he is not worried by having scored no points so far this year."
SID000784 "SLOW STARTER"
SID000785 "%s has admitted publicly that he is disappointed with his team this year."
SID000786 "GOING NOWHERE"
SID000787 "Rumours suggest that %s is looking to cancel its contract with %s."
SID000788 "POINTLESS DEBATE"
SID000789 "Insiders say that %s and %s are no longer on speaking terms."
SID000790 "ROCK BOTTOM"
SID000791 "%s has taken a great lead in this year's Driver Championship."
SID000792 "STORMING AHEAD"
SID000793 "%s has taken a great lead in this year's Driver Championship."
SID000794 "STORMING AHEAD"
SID000795 "%s is streets ahead of all the other drivers this year."
SID000796 "CLASS OF HIS OWN"
SID000797 "%s is streets ahead of all the other drivers this year."
SID000798 "CLASS OF HIS OWN"
SID000799 "%s has taken a great lead in this year's Driver Championship."
SID000800 "STORMING AHEAD"
SID000801 "%s has taken a great lead in this year's Driver Championship."
SID000802 "STORMING AHEAD"
SID000803 "%s is streets ahead of all the other drivers this year."
SID000804 "CLASS OF HIS OWN"
SID000805 "%s is streets ahead of all the other drivers this year."
SID000806 "CLASS OF HIS OWN"
SID000807 "%s expects to be leading the Championship after the next few races."
SID000808 "BIG DEAL"
SID000809 "%s expects to be leading the Championship after the next few races."
SID000810 "BIG DEAL"
SID000811 "%s has mocked any suggestion that he will lose out to %s."
SID000812 "NO WORRIES"
SID000813 "%s has mocked any suggestion that he will lose out to %s."
SID000814 "NO WORRIES"
SID000815 "%s has said that %s would be a  threat if he knew how to drive properly."
SID000816 "DRIVING SCHOOL"
SID000817 "%s has said that %s would be a  threat if he knew how to drive properly."
SID000818 "DRIVING SCHOOL"
SID000819 "%s says he has nothing to lose, and that all pressure is now on %s."
SID000820 "UNDER PRESSURE"
SID000821 "%s says he has nothing to lose, and that all pressure is now on %s."
SID000822 "UNDER PRESSURE"
SID000823 "First Constructor Title"
SID000824 "Commercial Manager"
SID000825 "We have won a World Championship at long last! Congratulations!"
SID000826 "%s has won its first ever World Constructor Championship and has now joined the F1 elite."
SID000827 "AT LAST"
SID000828 "%s has won its first ever World Constructor Championship and has now joined the F1 elite."
SID000829 "AT LAST"
SID000830 "Constructor Championship"
SID000831 "Team Manager"
SID000832 "We've won! We can all be really proud of what we have achieved."
SID000833 "%s has won another World Constructor Championship."
SID000834 "WINNING TEAM"
SID000835 "%s has won another World Constructor Championship."
SID000836 "WINNING TEAM"
SID000837 "%s has taken an early lead in this year's Constructor Championship."
SID000838 "LOOKING GOOD"
SID000839 "%s has taken an early lead in this year's Constructor Championship."
SID000840 "LOOKING GOOD"
SID000841 "With half the season over, %s are heading this year's Constructor Championship."
SID000842 "HALFWAY THERE"
SID000843 "With half the season over, %s are heading this year's Constructor Championship."
SID000844 "HALFWAY THERE"
SID000845 "%s must now be certain to win this year's Constructor Championship."
SID000846 "IN THE BAG"
SID000847 "%s must now be certain to win this year's Constructor Championship."
SID000848 "IN THE BAG"
SID000849 "Amazing Result"
SID000850 "Commercial Manager"
SID000851 "Results don't get better than this! Well done!"
SID000852 "With its race 1-2, %s totally crushed the opposition."
SID000853 "WIPE-OUT"
SID000854 "With its race 1-2, %s totally crushed the opposition."
SID000855 "WIPE-OUT"
SID000856 "Great Result"
SID000857 "Commercial Manager"
SID000858 "Getting both our drivers on the podium is fantastic for business."
SID000859 "%s had a great race, with both drivers reaching the podium."
SID000860 "THE PODIUM IS OURS"
SID000861 "%s had a great race, with both drivers reaching the podium."
SID000862 "THE PODIUM IS OURS"
SID000863 "Good Result"
SID000864 "Commercial Manager"
SID000865 "Our Sponsors really enjoyed seeing both our cars finish in the points."
SID000866 "%s is happy to see both its cars finish in the top six."
SID000867 "HIGH PERFORMANCE"
SID000868 "%s is happy to see both its cars finish in the top six."
SID000869 "HIGH PERFORMANCE"
SID000870 "Improvement"
SID000871 "Commercial Manager"
SID000872 "Our Sponsors are happy to see us do better than last year."
SID000873 "%s is pleased to have already scored more points this season than last season."
SID000874 "ONE GIANT STEP"
SID000875 "%s says it is too early in the season to be worried by weak performance."
SID000876 "STALLED"
SID000877 "%s admits to problems this year, and is rumoured to be looking for new drivers."
SID000878 "OUT OF STEAM"
SID000879 "Continued poor performance is causing major political in-fighting at %s."
SID000880 "LOST THE PLOT"
SID000881 "%s has called this season a disaster and is now concentrating on next year."
SID000882 "WHITE FLAG"
SID000883 "Torrential rain at the last Grand Prix had a big effect on results."
SID000884 "ICE RINK"
SID000885 "%s is in position to run away with this year's Constructor Championship."
SID000886 "PULLING AWAY"
SID000887 "%s is in position to run away with this year's Constructor Championship."
SID000888 "PULLING AWAY"
SID000889 "%s says that none of its rivals have a chance at this year's title."
SID000890 "NO TIME FOR LOSERS"
SID000891 "%s says that none of its rivals have a chance at this year's title."
SID000892 "NO TIME FOR LOSERS"
SID000893 "%s has said that %s is not equipped to mount a serious challenge."
