SID000000 "Prêt confirmé"
SID000540 "Vente de la soufflerie"
SID000541 "Directeur technique"
SID000542 "Nous avons vendu notre soufflerie. L'argent a été versé sur notre compte."
SID000543 "Vente du superordinateur"
SID000544 "Directeur technique"
SID000545 "Nous avons vendu notre réseau de superordinateurs. L'argent a été versé sur notre compte."
SID000546 "Vente des moyens de FAO"
SID000547 "Directeur technique"
SID000548 "Nous avons vendu notre système de FAO. L'argent a été versé sur notre compte."
SID000549 "Vente des moyens de CAO"
SID000550 "Directeur technique"
SID000551 "Nous avons vendu notre système de CAO. L'argent a été versé sur notre compte."
SID000552 "Vente de l'atelier"
SID000553 "Directeur technique"
SID000554 "Nous avons vendu notre atelier. L'argent a été versé sur notre compte."
SID000555 "Vente du banc d'essai"
SID000556 "Directeur technique"
SID000557 "Nous avons vendu notre banc d'essai. L'argent a été versé sur notre compte."
SID000558 "Sécurité de la voiture"
SID000559 "Chef mécanicien"
SID000560 "Si nous effectuons une autre course avec des aides au pilotage non approuvées par la FIA, nous devrons accroître la sécurité de la voiture."
SID000561 "La garde au sol des voitures de chez %s cars fut étonnamment constante lors du dernier Grand Prix."
SID000562 "SUSPENDUES"
SID000563 "Les accélérations des voitures de %s parurent incroyablement linéaires lors de la dernière course."
SID000564 "BONS RAPPORTS"
SID000565 "Lors des arrêts aux stands de la dernière course, les voitures de %s ne produisirent qu'une petite quantité de poussière de plaquettes."
SID000566 "FREINS EN BETON"
SID000567 "Les deux pilotes de %s ont de nouveau pris un départ fantastique lors du dernier Grand Prix."
SID000568 "LA GOMME... SANS LA GOMME"
SID000569 "Les inspecteurs de la FIA ont découvert des aides au pilotage non approuvées sur vos voitures. Les voitures non conformes ont été disqualifiées de la course, et les aides au pilotage en question interdites."
SID000570 "Les inspecteurs de la FIA ont découvert des aides au pilotage non approuvées sur vos voitures. Les voitures non conformes ont été disqualifiées de la course, et les aides au pilotage en question interdites."
SID000571 "Les inspecteurs de la FIA ont découvert des aides au pilotage non approuvées sur vos voitures. Les voitures non conformes ont été disqualifiées de la course, et les aides au pilotage en question interdites."
SID000572 "%s a été disqualifié de la dernière course pour emploi d'aides au pilotage non conformes."
SID000573 "AIDES A LA SUSPENSION"
SID000574 "Le traitement que nous avons récemment accordé aux VIP porte ses fruits. Nous avons maintenant un avantage exploitable en termes d'Invitations lors des négociations avec les sponsors invités."
SID000575 "Avantage pour invitations"
SID000576 "Directeur commercial"
SID000577 "%s nous soutient davantage. Nous devons continuer nos efforts."
SID000578 "%s est ravi"
SID000579 "Directeur commercial"
SID000580 "%s a diminué son soutien. Nous devons nous reprendre."
SID000581 "%s mécontent"
SID000582 "Directeur commercial"
SID000583 "Arrêt aux stands désastreux"
SID000584 "Chef mécanicien"
SID000585 "Nous devons accroître la priorité accordée aux arrêts aux stands si nous ne voulons pas que le fiasco de la dernière course se renouvelle."
SID000586 "Abandon mystérieux"
SID000587 "Chef mécanicien"
SID000588 "Désolé, mais je n'ai pu identifier la cause de l'abandon de notre voiture aux stands lors de la dernière course."
SID000589 "Incendie aux stands"
SID000590 "Chef mécanicien"
SID000591 "Nous devons accroître la priorité accordée aux arrêts aux stands si nous voulons éviter un autre désastre potentiel."
SID000592 "Un arrêt aux stands de %s fut troublé par des problèmes de ravitaillement."
SID000593 "RAVITAILLEMENT RATE"
SID000594 "Des problèmes de cric lors d'un arrêt aux stands de %s durant la dernière course remettent en cause les chances de cette écurie."
SID000595 "LE CRIC LES A CROQUES"
SID000596 "%s reconnaît qu'une de ses voitures a calé lors d'un arrêt aux stands durant le dernier Grand Prix."
SID000597 "CA COINCE"
SID000598 "Un écrou grippé a coûté cher à l'écurie %s lors d'un arrêt aux stands durant la dernière course."
SID000599 "LES ECROUS ONT DU VICE"
SID000600 "%s n'a toujours pas révélé les causes de l'abandon aux stands lors du dernier Grand Prix."
SID000601 "ENNUIS MECANIQUES"
SID000602 "La FIA a ordonné une enquête après un incendie lors d'un ravitaillement sur les stands de %s durant le dernier Grand Prix."
SID000603 "L'ENFER"
SID000604 "Concept volé"
SID000605 "Chef mécanicien"
SID000606 "On a eu un problème de sécurité lors du dernier Grand Prix. Je pense qu'on nous a piqué les secrets d'une de nos aides au pilotage."
SID000607 "%s a réclamé une sécurité accrue dans les stands après les problèmes du dernier Grand Prix"
SID000608 "FUITE TECHNOLOGIQUE"
SID000609 "Aide au pilotage"
SID000610 "Chef mécanicien"
SID000611 "Nous avons découvert une aide au pilotage sur une voiture rivale lors de la dernière course. Dites-moi ce que vous comptez en faire."
SID000612 "Des rumeurs très étranges circulent à propos d'espionnage mutuel entre plusieurs écuries."
SID000613 "QUI SURVEILLE QUI"
SID000614 "Incident en course"
SID000615 "Chef mécanicien"
SID000616 "Nous avons constaté, lors de la dernière course, un incident qui justifierait une plainte à la FIA."
SID000617 "Priorités aux stands"
SID000618 "Chef mécanicien"
SID000619 "Vous ne nous avez pas donné d'instructions en matière de priorité lors de la dernière course. Cela nous a posé quelques problèmes."
SID000620 "Cinquième victoire !"
SID000621 "Directeur sportif"
SID000622 "Ne nous reposons pas sur nos lauriers. Il faut déjà penser à l'année prochaine."
SID000623 "%s a remporté les cinq dernières courses. Peut-on encore le battre ?"
SID000624 "PARTIE TERMINEE"
SID000625 "%s a remporté les cinq dernières courses. Peut-on encore le battre ?"
SID000626 "PARTIE TERMINEE"
SID000627 "Quatrième victoire !"
SID000628 "Directeur sportif"
SID000629 "L'écurie me charge de vous remercier pour nos succès constants."
SID000630 "Avec quatre victoires consécutives, %s devient une nouvelle légende."
SID000631 "IMBATTABLE"
SID000632 "Avec quatre victoires consécutives, %s devient une nouvelle légende."
SID000633 "IMBATTABLE"
SID000634 "Troisième victoire consécutive"
SID000635 "Directeur sportif"
SID000636 "Notre succession de victoires booste le moral de tous."
SID000637 "%s a remporté trois courses consécutives."
SID000638 "CHAPEAU BAS"
SID000639 "%s a remporté trois courses consécutives."
SID000640 "CHAPEAU BAS"
SID000641 "Double victoire"
SID000642 "Directeur sportif"
SID000643 "Tout va bien pour nous."
SID000644 "%s a gagné les deux dernières courses."
SID000645 "ET DE DEUX"
SID000646 "%s a gagné les deux dernières courses."
SID000647 "ET DE DEUX"
SID000648 "Victoire en course"
SID000649 "Directeur sportif"
SID000650 "Cette victoire a ravi tout le personnel de l'écurie."
SID000651 "%s est très content de sa première victoire en Grand Prix."
SID000652 "ENFIN !"
SID000653 "%s est très content de sa première victoire en Grand Prix."
SID000654 "ENFIN !"
SID000655 "Grande victoire"
SID000656 "Directeur sportif"
SID000657 "L'écurie est encore stupéfaite du bon déroulement de la dernière course."
SID000658 "%s a laminé ses adversaires lors du dernier Grand Prix."
SID000659 "VICTOIRE HISTORIQUE"
SID000660 "%s a laminé ses adversaires lors du dernier Grand Prix."
SID000661 "VICTOIRE HISTORIQUE"
SID000662 "Belle victoire"
SID000663 "Directeur sportif"
SID000664 "L'écurie est ravie de notre résultat."
SID000665 "%s a dominé le dernier Grand Prix et engrangé dix points sans effort."
SID000666 "SNIFFE MA FUMEE"
SID000667 "%s a dominé le dernier Grand Prix et engrangé dix points sans effort."
SID000668 "SNIFFE MA FUMEE"
SID000669 "Victoire en course"
SID000670 "Directeur sportif"
SID000671 "Cette victoire a ravi tout le personnel de l'écurie."
SID000672 "%s a ajouté une autre victoire à son palmarès."
SID000673 "VICTOIRE"
SID000674 "%s a gagné de justesse l'une des courses les plus disputées."
SID000675 "PHOTO FINISH"
SID000676 "Victoire en course"
SID000677 "Directeur sportif"
SID000678 "Cette victoire a ravi tout le personnel de l'écurie."
SID000679 "%s a ajouté une autre victoire à son palmarès."
SID000680 "VICTOIRE"
SID000681 "%s a ajouté une autre victoire à son palmarès."
SID000682 "VICTOIRE"
SID000683 "Deuxième place"
SID000684 "Directeur sportif"
SID000685 "Beau résultat ! L'écurie est contente d'être sur le podium."
SID000686 "%s a engrangé ses premiers points en championnat."
SID000687 "BIENVENUE AU CLUB"
SID000688 "%s a engrangé ses premiers points en championnat."
SID000689 "BIENVENUE AU CLUB"
SID000690 "Deuxième place"
SID000691 "Directeur sportif"
SID000692 "Beau résultat ! L'écurie est contente d'être sur le podium."
SID000693 "%s a terminé deuxième, mais vise maintenant la victoire."
SID000694 "CHAMPAGNE"
SID000695 "Troisième place"
SID000696 "Directeur sportif"
SID000697 "L'écurie est satisfaite de nous voir dans les trois premiers."
SID000698 "%s a engrangé ses premiers points en championnat."
SID000699 "BIENVENUE AU CLUB"
SID000700 "%s a engrangé ses premiers points en championnat."
SID000701 "BIENVENUE AU CLUB"
SID000702 "Troisième place"
SID000703 "Directeur sportif"
SID000704 "L'écurie est satisfaite de nous voir dans les trois premiers."
SID000705 "%s est content de sa troisième place mais veut faire mieux."
SID000706 "SUR LE PODIUM"
SID000707 "Quatrième place"
SID000708 "Directeur sportif"
SID000709 "Dommage que nous ayons manqué le podium de si peu."
SID000710 "%s a engrangé ses premiers points en championnat."
SID000711 "BIENVENUE AU CLUB"
SID000712 "%s a engrangé ses premiers points en championnat."
SID000713 "BIENVENUE AU CLUB"
SID000714 "Quatrième place"
SID000715 "Directeur sportif"
SID000716 "Dommage que nous ayons manqué le podium de si peu."
SID000717 "%s a manqué de peu le podium lors du dernier Grand Prix."
SID000718 "PRESQUE"
SID000719 "Cinquième place"
SID000720 "Directeur sportif"
SID000721 "Nous avons gagné quelques points. Faisons en sorte d'en gagner d'autres."
SID000722 "%s a engrangé ses premiers points en championnat."
SID000723 "BIENVENUE AU CLUB"
SID000724 "%s a engrangé ses premiers points en championnat."
SID000725 "BIENVENUE AU CLUB"
SID000726 "Cinquième place"
SID000727 "Directeur sportif"
SID000728 "Nous avons gagné quelques points. Faisons en sorte d'en gagner d'autres."
SID000729 "%s est arrivé cinquième de la dernière course."
SID000730 "AUTRES PARTANTS"
SID000731 "Sixième place"
SID000732 "Directeur sportif"
SID000733 "Nous avons remporté un point. Continuons sur cette voie."
SID000734 "%s a engrangé ses premiers points en championnat."
SID000735 "BIENVENUE AU CLUB"
SID000736 "%s a engrangé ses premiers points en championnat."
SID000737 "BIENVENUE AU CLUB"
SID000738 "Sixième place"
SID000739 "Directeur sportif"
SID000740 "Nous avons remporté un point. Continuons sur cette voie."
SID000741 "%s a gagné un point lors de la dernière course."
SID000742 "LEGER CHANGEMENT"
SID000743 "Championnat des conducteurs"
SID000744 "Directeur sportif"
SID000745 "Notre homme a gagné ! C'est l'heure du champagne !"
SID000746 "%s ne parvient pas à croire qu'il a remporté son premier titre mondial."
SID000747 "NOUVEAU CHAMPION DU MONDE"
SID000748 "%s semble sur les rails pour devenir champion du monde."
SID000749 "TOUT PRES MAINTENANT"
SID000750 "%s sera-t-il le prochain champion du monde ?"
SID000751 "EN TETE"
SID000752 "Alors que la saison est bien entamée, %s mène le championnat."
SID000753 "CA DEMARRE FORT"
SID000754 "Fin de course"
SID000755 "Directeur technique"
SID000756 "Nous n'avons peut-être pas encore marqué de points, mais nos voitures sont fiables."
SID000757 "Les pilotes de %s s'inquiètent de la lenteur de leurs voitures."
SID000758 "TROP LENT"
SID000759 "Fin de course"
SID000760 "Directeur technique"
SID000761 "Je tenais à vous dire que notre voiture, si elle n'a pas marqué de point, a cependant terminé la course."
SID000762 "On dit que %s, après ses mauvais résultats lors de la dernière course, est mécontent de sa voiture."
SID000763 "On dit que %s, après ses mauvais résultats lors de la dernière course, est mécontent de sa voiture."
SID000764 "FRUSTRATION"
SID000765 "Pole position"
SID000766 "Directeur technique"
SID000767 "Notre pole position prouve au moins que notre voiture est rapide."
SID000768 "%s a obtenu sa première pole position lors de la dernière course."
SID000769 "PREMIERE POLE POSITION"
SID000770 "Pole position"
SID000771 "Directeur technique"
SID000772 "Notre pole position prouve au moins que notre voiture est rapide."
SID000773 "%s était en tête de la grille lors du dernier Grand Prix."
SID000774 "POLE POSITION"
SID000775 "%s déclare qu'il ne s'inquiète pas de ne pas encore avoir marqué de points cette année."
SID000776 "LENT DEPART"
SID000777 "%s a publiquement admis qu'il était déçu de son écurie cette année."
SID000778 "EN ROUTE VERS NULLE PART"
SID000779 "Des rumeurs laissent entendre que %s envisage d'annuler son contrat avec %s."
SID000780 "DEBAT STERILE"
SID000781 "Des gens de l'équipe déclarent que %s et %s ne s'adressent plus la parole."
SID000782 "ON TOUCHE LE FOND"
SID000783 "%s déclare qu'il ne s'inquiète pas de ne pas encore avoir marqué de points cette année."
SID000784 "LENT DEPART"
SID000785 "%s a publiquement admis qu'il était déçu de son écurie cette année."
